transaction_id,user_id,transaction_type,amount,transaction_date,payment_method,status,popcoins_earned,vendor_name,category
TXN00000486,U000016,Bill_Payment,2752.82,2025-10-03 17:08:37,Net Banking,Completed,41,Water Board,Fashion
TXN00000487,U000017,Shopping,414.86,2025-10-27 17:08:37,UPI,Completed,4,Electricity Board,Utilities
TXN00000488,U000017,UPI_Payment,417.29,2025-10-16 17:08:37,UPI,Completed,8,Water Board,Electronics
TXN00000489,U000017,Recharge,4712.08,2025-10-21 17:08:37,Net Banking,Pending,0,Gas Agency,Groceries
TXN00000490,U000017,UPI_Payment,2185.05,2025-09-17 17:08:37,Card,Completed,43,Flipkart,Electronics
TXN00000491,U000017,UPI_Payment,1688.92,2025-10-12 17:08:37,Net Banking,Pending,0,Gas Agency,Entertainment
TXN00000492,U000017,Bill_Payment,3319.96,2025-11-21 17:08:37,UPI,Completed,49,Mobile Operator,Entertainment
TXN00000493,U000017,Recharge,4207.28,2025-10-18 17:08:37,UPI,Completed,42,Mobile Operator,Electronics
TXN00000494,U000017,Bill_Payment,4128.29,2025-10-03 17:08:37,UPI,Completed,61,Amazon,Electronics
TXN00000495,U000017,Card_Payment,895.62,2025-11-23 17:08:37,Card,Completed,8,Amazon,Utilities
TXN00000496,U000017,Shopping,2381.18,2025-10-31 17:08:37,UPI,Failed,0,Water Board,Entertainment
TXN00000497,U000017,Shopping,965.16,2025-10-17 17:08:37,UPI,Failed,0,Mobile Operator,Electronics
TXN00000498,U000017,Bill_Payment,2226.72,2025-10-30 17:08:37,Net Banking,Completed,33,Amazon,Fashion
TXN00000499,U000017,UPI_Payment,474.25,2025-09-25 17:08:37,Card,Completed,9,Gas Agency,Fashion
TXN00000500,U000017,Recharge,351.87,2025-09-28 17:08:37,Card,Completed,3,Gas Agency,Groceries
TXN00000501,U000017,Recharge,4414.19,2025-11-23 17:08:37,Card,Completed,44,Water Board,Electronics
TXN00000502,U000017,Recharge,2877.54,2025-09-21 17:08:37,Net Banking,Completed,28,Gas Agency,Fashion
TXN00000503,U000017,UPI_Payment,4748.81,2025-11-12 17:08:37,UPI,Completed,94,Flipkart,Fashion
TXN00000504,U000017,UPI_Payment,2145.71,2025-10-09 17:08:37,UPI,Pending,0,Water Board,Fashion
TXN00000505,U000017,Recharge,1326.54,2025-11-25 17:08:37,UPI,Failed,0,Mobile Operator,Entertainment
TXN00000506,U000017,Shopping,2782.67,2025-09-28 17:08:37,Card,Failed,0,Amazon,Entertainment
TXN00000507,U000017,Recharge,2636.68,2025-10-11 17:08:37,UPI,Completed,26,Flipkart,Entertainment
TXN00000508,U000017,Recharge,2934.25,2025-11-21 17:08:37,UPI,Pending,0,Gas Agency,Electronics
TXN00000509,U000017,Bill_Payment,4344.0,2025-10-12 17:08:37,Card,Failed,0,Mobile Operator,Groceries
TXN00000510,U000017,Recharge,3064.36,2025-10-29 17:08:37,Card,Completed,30,Flipkart,Entertainment
TXN00000511,U000017,Recharge,3420.02,2025-10-14 17:08:37,Card,Completed,34,Water Board,Fashion
TXN00000512,U000018,Shopping,4608.13,2025-12-01 17:08:37,Card,Failed,0,Electricity Board,Utilities
TXN00000513,U000018,Bill_Payment,4222.09,2025-09-07 17:08:37,UPI,Failed,0,Flipkart,Fashion
TXN00000514,U000018,Bill_Payment,4872.39,2025-10-23 17:08:37,Card,Completed,73,Water Board,Groceries
TXN00000515,U000018,Recharge,3245.5,2025-11-06 17:08:37,Card,Completed,32,Water Board,Groceries
TXN00000516,U000018,Recharge,4342.59,2025-09-29 17:08:37,UPI,Completed,43,Amazon,Utilities
TXN00000517,U000018,Recharge,2046.76,2025-09-27 17:08:37,Net Banking,Completed,20,Amazon,Fashion
TXN00000518,U000018,Card_Payment,4382.14,2025-11-26 17:08:37,UPI,Completed,43,Amazon,Groceries
TXN00000519,U000018,UPI_Payment,4594.25,2025-10-29 17:08:37,Card,Completed,91,Mobile Operator,Entertainment
TXN00000520,U000018,Shopping,3195.28,2025-11-30 17:08:37,UPI,Completed,31,Electricity Board,Groceries
TXN00000521,U000018,Recharge,2258.21,2025-10-04 17:08:37,Net Banking,Pending,0,Gas Agency,Utilities
TXN00000522,U000018,Bill_Payment,859.39,2025-09-06 17:08:37,UPI,Failed,0,Electricity Board,Electronics
TXN00000523,U000018,Shopping,295.77,2025-11-06 17:08:37,UPI,Failed,0,Water Board,Fashion
TXN00000524,U000018,Card_Payment,1381.96,2025-12-01 17:08:37,Net Banking,Completed,13,Amazon,Groceries
TXN00000525,U000018,Card_Payment,3254.49,2025-12-02 17:08:37,UPI,Completed,32,Electricity Board,Entertainment
TXN00000526,U000018,Bill_Payment,3578.07,2025-10-29 17:08:37,Card,Completed,53,Mobile Operator,Utilities
TXN00000527,U000018,Shopping,1297.39,2025-09-08 17:08:37,Net Banking,Completed,12,Gas Agency,Groceries
TXN00000528,U000018,Recharge,556.44,2025-09-10 17:08:37,Card,Completed,5,Gas Agency,Entertainment
TXN00000529,U000018,Recharge,1449.25,2025-10-03 17:08:37,UPI,Completed,14,Electricity Board,Utilities
TXN00000530,U000019,Bill_Payment,1342.68,2025-09-11 17:08:37,Card,Completed,20,Flipkart,Fashion
TXN00000531,U000019,Recharge,3839.1,2025-09-18 17:08:37,Card,Failed,0,Water Board,Utilities
TXN00000532,U000019,Card_Payment,3620.35,2025-10-27 17:08:37,Card,Completed,36,Mobile Operator,Groceries
TXN00000533,U000019,Shopping,3696.82,2025-09-21 17:08:37,UPI,Completed,36,Electricity Board,Fashion
TXN00000534,U000019,Recharge,3209.65,2025-09-09 17:08:37,Card,Completed,32,Gas Agency,Utilities
TXN00000535,U000019,Card_Payment,4211.16,2025-11-10 17:08:37,Card,Failed,0,Amazon,Groceries
TXN00000536,U000019,Card_Payment,3717.55,2025-09-23 17:08:37,UPI,Completed,37,Water Board,Utilities
TXN00000537,U000019,UPI_Payment,1150.15,2025-10-25 17:08:37,Card,Completed,23,Electricity Board,Utilities
TXN00000538,U000019,Bill_Payment,2948.57,2025-11-18 17:08:37,Card,Completed,44,Amazon,Entertainment
TXN00000539,U000019,Recharge,4724.29,2025-11-09 17:08:37,Net Banking,Completed,47,Amazon,Groceries
TXN00000540,U000019,Recharge,1526.86,2025-11-14 17:08:37,UPI,Completed,15,Flipkart,Utilities
TXN00000541,U000019,Shopping,4936.6,2025-10-06 17:08:37,UPI,Failed,0,Electricity Board,Fashion
TXN00000542,U000019,UPI_Payment,2463.53,2025-11-11 17:08:37,Card,Completed,49,Water Board,Electronics
TXN00000543,U000019,UPI_Payment,2287.66,2025-11-12 17:08:37,Net Banking,Completed,45,Flipkart,Groceries
TXN00000544,U000019,UPI_Payment,690.56,2025-10-10 17:08:37,Card,Completed,13,Mobile Operator,Groceries
TXN00000545,U000019,Shopping,73.11,2025-10-17 17:08:37,UPI,Completed,0,Electricity Board,Entertainment
TXN00000546,U000019,Card_Payment,138.68,2025-11-02 17:08:37,UPI,Completed,1,Water Board,Utilities
TXN00000547,U000019,Bill_Payment,688.21,2025-09-19 17:08:37,Card,Completed,10,Flipkart,Electronics
TXN00000548,U000019,UPI_Payment,1526.1,2025-09-28 17:08:37,Net Banking,Completed,30,Gas Agency,Utilities
TXN00000549,U000019,Shopping,4445.47,2025-10-21 17:08:37,Card,Pending,0,Electricity Board,Fashion
TXN00000550,U000019,Card_Payment,4743.02,2025-10-13 17:08:37,UPI,Failed,0,Flipkart,Fashion
TXN00000551,U000019,Card_Payment,1095.39,2025-09-30 17:08:37,UPI,Completed,10,Amazon,Utilities
TXN00000552,U000019,UPI_Payment,1907.2,2025-09-26 17:08:37,Net Banking,Completed,38,Amazon,Entertainment
TXN00000553,U000019,UPI_Payment,3326.75,2025-12-01 17:08:37,UPI,Completed,66,Water Board,Electronics
TXN00000554,U000019,Shopping,2249.36,2025-11-01 17:08:37,Card,Completed,22,Water Board,Fashion
TXN00000555,U000019,Card_Payment,3491.2,2025-10-26 17:08:37,Card,Completed,34,Water Board,Electronics
TXN00000556,U000019,Recharge,1386.39,2025-11-16 17:08:37,Card,Completed,13,Amazon,Entertainment
TXN00000557,U000019,Recharge,632.79,2025-11-20 17:08:37,Card,Completed,6,Flipkart,Entertainment
TXN00000558,U000019,Card_Payment,3900.9,2025-11-08 17:08:37,Card,Completed,39,Water Board,Groceries
TXN00000559,U000019,Bill_Payment,843.85,2025-11-07 17:08:37,Net Banking,Completed,12,Mobile Operator,Utilities
TXN00000560,U000019,Card_Payment,63.55,2025-11-19 17:08:37,Net Banking,Completed,0,Water Board,Groceries
TXN00000561,U000019,Card_Payment,4749.76,2025-11-24 17:08:37,Net Banking,Completed,47,Water Board,Electronics
TXN00000562,U000019,Bill_Payment,3239.47,2025-10-27 17:08:37,Card,Completed,48,Mobile Operator,Electronics
TXN00000563,U000019,UPI_Payment,4075.23,2025-10-27 17:08:37,Card,Failed,0,Water Board,Utilities
TXN00000564,U000019,Shopping,3705.77,2025-11-28 17:08:37,UPI,Completed,37,Flipkart,Fashion
TXN00000565,U000020,Bill_Payment,4477.91,2025-10-30 17:08:37,Net Banking,Pending,0,Amazon,Utilities
TXN00000566,U000020,Bill_Payment,955.2,2025-10-06 17:08:37,Card,Completed,14,Mobile Operator,Groceries
TXN00000567,U000020,Shopping,3261.79,2025-11-19 17:08:37,UPI,Completed,32,Water Board,Electronics
TXN00000568,U000020,Card_Payment,563.38,2025-10-03 17:08:37,Net Banking,Failed,0,Water Board,Groceries
TXN00000569,U000020,Card_Payment,3076.05,2025-09-16 17:08:37,UPI,Completed,30,Water Board,Fashion
TXN00000570,U000020,Shopping,4605.97,2025-10-12 17:08:37,Card,Completed,46,Amazon,Electronics
TXN00000571,U000020,Bill_Payment,3292.12,2025-09-08 17:08:37,Net Banking,Completed,49,Water Board,Entertainment
TXN00000572,U000020,Recharge,1158.73,2025-10-21 17:08:37,Net Banking,Pending,0,Gas Agency,Entertainment
TXN00000573,U000020,UPI_Payment,2192.6,2025-10-03 17:08:37,Card,Completed,43,Water Board,Groceries
TXN00000574,U000020,Card_Payment,4203.21,2025-09-16 17:08:37,UPI,Completed,42,Amazon,Fashion
TXN00000575,U000020,Recharge,4251.79,2025-11-12 17:08:37,UPI,Failed,0,Mobile Operator,Utilities
TXN00000576,U000020,Card_Payment,1687.93,2025-09-30 17:08:37,UPI,Completed,16,Gas Agency,Groceries
TXN00000577,U000020,Shopping,4094.66,2025-10-08 17:08:37,Net Banking,Completed,40,Mobile Operator,Electronics
TXN00000578,U000020,Shopping,2262.99,2025-10-01 17:08:37,Net Banking,Completed,22,Water Board,Electronics
TXN00000579,U000020,UPI_Payment,2047.03,2025-09-24 17:08:37,UPI,Completed,40,Amazon,Entertainment
TXN00000580,U000020,Recharge,3205.81,2025-09-23 17:08:37,UPI,Failed,0,Water Board,Groceries
TXN00000581,U000020,Bill_Payment,1848.55,2025-11-05 17:08:37,Card,Completed,27,Electricity Board,Entertainment
TXN00000582,U000020,Recharge,3019.76,2025-10-18 17:08:37,Net Banking,Completed,30,Mobile Operator,Electronics
TXN00000583,U000020,UPI_Payment,3808.63,2025-10-21 17:08:37,Card,Completed,76,Water Board,Utilities
TXN00000584,U000020,Recharge,2633.83,2025-11-28 17:08:37,UPI,Completed,26,Mobile Operator,Fashion
TXN00000585,U000020,Shopping,579.46,2025-11-09 17:08:37,UPI,Completed,5,Mobile Operator,Fashion
TXN00000586,U000020,Shopping,4131.54,2025-10-21 17:08:37,UPI,Completed,41,Mobile Operator,Electronics
TXN00000587,U000020,Recharge,659.93,2025-10-06 17:08:37,Net Banking,Failed,0,Gas Agency,Entertainment
TXN00000588,U000020,Card_Payment,4821.08,2025-11-27 17:08:37,Net Banking,Completed,48,Mobile Operator,Entertainment
TXN00000589,U000020,Shopping,4625.64,2025-11-11 17:08:37,Net Banking,Completed,46,Gas Agency,Fashion
TXN00000590,U000020,Card_Payment,562.59,2025-09-17 17:08:37,Card,Completed,5,Gas Agency,Groceries
TXN00000591,U000020,Shopping,4898.53,2025-11-02 17:08:37,Card,Failed,0,Mobile Operator,Utilities
TXN00000592,U000020,Bill_Payment,2291.59,2025-10-12 17:08:37,Net Banking,Completed,34,Water Board,Entertainment
TXN00000593,U000020,Bill_Payment,4223.22,2025-10-24 17:08:37,Net Banking,Completed,63,Water Board,Entertainment
TXN00000594,U000020,Card_Payment,1044.4,2025-10-27 17:08:37,Net Banking,Completed,10,Electricity Board,Fashion
TXN00000595,U000020,Card_Payment,2544.27,2025-10-23 17:08:37,Net Banking,Completed,25,Amazon,Utilities
TXN00000596,U000020,Recharge,2427.83,2025-09-09 17:08:37,Net Banking,Completed,24,Mobile Operator,Entertainment
TXN00000597,U000020,Bill_Payment,4393.51,2025-12-02 17:08:37,Net Banking,Completed,65,Amazon,Electronics
TXN00000598,U000020,Shopping,769.37,2025-11-08 17:08:37,Card,Completed,7,Flipkart,Utilities
TXN00000599,U000020,Bill_Payment,774.82,2025-10-27 17:08:37,UPI,Completed,11,Gas Agency,Electronics
TXN00000600,U000020,Bill_Payment,4079.43,2025-09-08 17:08:37,Net Banking,Completed,61,Gas Agency,Fashion
