notification_id,user_id,notification_type,title,message,sent_at,is_read,read_at,clicked,channel,priority
NOTIF00000372,U000020,Payment Success,Payment Success,Payment of ₹4746 successful!,2025-11-29 15:10:40,True,,True,In-App,Low
NOTIF00000373,U000020,New Deal,New Deal,New deals matching your interests!,2025-11-07 11:10:40,True,2025-11-25 17:10:40,False,In-App,Low
NOTIF00000374,U000020,Referral Reward,Referral Reward,Your friend joined! You earned 200 popCoins.,2025-11-25 23:10:40,False,2025-11-25 17:10:40,False,Push,High
NOTIF00000375,U000020,popCoin Earned,popCoin Earned,You earned 31 popCoins! 🎉,2025-11-06 17:10:40,True,2025-12-03 17:10:40,True,Push,High
NOTIF00000376,U000020,popCoin Earned,popCoin Earned,You earned 12 popCoins! 🎉,2025-11-08 08:10:40,False,2025-11-21 17:10:40,False,Push,Low
NOTIF00000377,U000020,popCoin Expiring,popCoin Expiring,51 popCoins expiring in 1 days!,2025-11-08 23:10:40,True,,True,In-App,High
NOTIF00000378,U000020,popCoin Earned,popCoin Earned,You earned 84 popCoins! 🎉,2025-11-07 10:10:40,True,2025-11-27 17:10:40,False,SMS,Low
NOTIF00000379,U000020,New Deal,New Deal,New deals matching your interests!,2025-11-21 17:10:40,False,2025-11-23 17:10:40,False,SMS,High
NOTIF00000380,U000020,New Deal,New Deal,New deals matching your interests!,2025-12-02 17:10:40,False,2025-11-15 17:10:40,False,In-App,Low
NOTIF00000381,U000020,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-03 03:10:40,True,2025-11-17 17:10:40,True,In-App,High
NOTIF00000382,U000020,Payment Success,Payment Success,Payment of ₹4206 successful!,2025-11-28 23:10:40,True,,True,Push,Low
NOTIF00000383,U000020,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-09 10:10:40,True,2025-12-03 17:10:40,False,In-App,Medium
NOTIF00000384,U000020,Payment Success,Payment Success,Payment of ₹3413 successful!,2025-11-20 03:10:40,True,2025-11-30 17:10:40,True,SMS,High
NOTIF00000385,U000020,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-11 01:10:40,True,2025-11-13 17:10:40,True,SMS,Medium
NOTIF00000386,U000020,Payment Success,Payment Success,Payment of ₹1252 successful!,2025-12-02 01:10:40,True,2025-12-01 17:10:40,False,In-App,Low
NOTIF00000387,U000020,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-20 08:10:40,True,2025-11-26 17:10:40,False,In-App,High
NOTIF00000388,U000020,popCoin Earned,popCoin Earned,You earned 47 popCoins! 🎉,2025-11-03 13:10:40,False,2025-11-30 17:10:40,False,Push,Low
NOTIF00000389,U000020,Referral Reward,Referral Reward,Your friend joined! You earned 200 popCoins.,2025-11-15 17:10:40,True,2025-11-05 17:10:40,False,Push,High
NOTIF00000390,U000020,popCoin Earned,popCoin Earned,You earned 69 popCoins! 🎉,2025-11-20 17:10:40,True,,False,Push,Low
NOTIF00000391,U000020,Challenge Update,Challenge Update,You're 62% through your challenge!,2025-11-05 13:10:40,False,2025-11-04 17:10:40,False,In-App,High
NOTIF00000392,U000020,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-11 06:10:40,True,2025-11-20 17:10:40,False,In-App,High
NOTIF00000393,U000020,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-05 13:10:40,True,2025-11-26 17:10:40,False,In-App,Medium
NOTIF00000394,U000020,popCoin Earned,popCoin Earned,You earned 23 popCoins! 🎉,2025-11-17 18:10:40,False,2025-11-27 17:10:40,False,In-App,Medium
NOTIF00000395,U000020,Challenge Update,Challenge Update,You're 77% through your challenge!,2025-11-18 04:10:40,False,,False,Push,Low
NOTIF00000396,U000020,Challenge Update,Challenge Update,You're 74% through your challenge!,2025-11-21 04:10:40,False,2025-11-04 17:10:40,False,SMS,Medium
