browse_id,user_id,product_id,category,brand,viewed_at,time_spent_seconds,added_to_cart,source
BRW00000564,U000009,1053733,Dinnerware,Ethnic Darzi,2025-12-02 03:39:09,168,False,Category Browse
BRW00000565,U000009,1053248,Caps,Bewakoof,2025-11-21 01:16:09,77,True,AI Suggestion
BRW00000566,U000009,950618,Bar Necessities,Afast,2025-11-19 02:27:09,239,True,Category Browse
BRW00000567,U000009,134472,Trousers,SUBTRACT,2025-11-07 21:27:09,219,False,Recommendation
BRW00000568,U000009,899607,Serveware,Afast,2025-11-23 00:07:09,236,False,Search
BRW00000569,U000009,1053733,Dinnerware,Ethnic Darzi,2025-11-27 19:08:09,168,True,AI Suggestion
BRW00000570,U000009,134472,Trousers,SUBTRACT,2025-11-26 21:35:09,37,True,Trending
BRW00000571,U000009,949038,Bar Necessities,Afast,2025-11-05 17:02:09,282,True,Search
BRW00000572,U000009,787062,Tees,DILLINGER,2025-11-08 10:54:09,237,True,AI Suggestion
BRW00000573,U000009,950140,Bar Necessities,Afast,2025-11-23 04:32:09,33,False,Search
BRW00000574,U000009,818766,Graphic Tees,Bewakoof,2025-11-20 11:43:09,22,False,Trending
BRW00000575,U000009,787062,Tees,DILLINGER,2025-12-01 14:03:09,287,True,Category Browse
BRW00000576,U000009,428848,Casuals,Campus Sutra,2025-11-28 08:20:09,55,True,Category Browse
BRW00000577,U000009,899608,Serveware,Afast,2025-11-12 12:06:09,176,True,Search
BRW00000578,U000009,1038399,The Perfect Sets,AHIKA,2025-12-02 07:45:09,60,False,Recommendation
BRW00000579,U000009,899608,Serveware,Afast,2025-11-05 06:53:09,202,True,Search
BRW00000580,U000009,612530,Diffusers,Global Aroma,2025-11-25 21:32:09,131,False,AI Suggestion
BRW00000581,U000009,1044302,Luxe Perfumes,Aris,2025-11-17 05:02:09,147,True,Category Browse
BRW00000582,U000009,948892,Bar Necessities,Afast,2025-11-16 04:05:09,257,True,Trending
BRW00000583,U000009,950618,Bar Necessities,Afast,2025-11-26 16:52:09,293,True,Recommendation
BRW00000584,U000009,1044302,Luxe Perfumes,Aris,2025-11-15 20:19:09,74,False,AI Suggestion
BRW00000585,U000009,899608,Serveware,Afast,2025-11-19 14:15:09,266,True,Recommendation
BRW00000586,U000009,896118,Co-ord Sets,TRIPR,2025-11-16 11:19:09,135,False,AI Suggestion
BRW00000587,U000009,948892,Bar Necessities,Afast,2025-12-02 16:17:09,247,False,Recommendation
BRW00000588,U000009,41030,Snack Time,Ambrosia,2025-12-02 01:52:09,138,False,Category Browse
BRW00000589,U000009,1053640,Dinnerware,Ethnic Darzi,2025-11-13 10:32:09,271,False,Search
BRW00000590,U000009,496872,Oversized Tees,BULLMER,2025-11-09 23:33:09,45,False,Search
BRW00000591,U000009,899607,Serveware,Afast,2025-11-11 13:16:09,81,False,Trending
BRW00000592,U000009,612530,Diffusers,Global Aroma,2025-11-14 00:18:09,172,False,Category Browse
BRW00000593,U000009,1044302,Luxe Perfumes,Aris,2025-11-11 02:52:09,135,False,Category Browse
BRW00000594,U000010,948892,Bar Necessities,Afast,2025-11-02 21:48:09,18,True,Search
BRW00000595,U000010,950140,Bar Necessities,Afast,2025-11-18 16:12:09,14,True,Trending
BRW00000596,U000010,949854,Bar Necessities,Afast,2025-11-04 18:24:09,260,False,AI Suggestion
BRW00000597,U000010,134472,Trousers,SUBTRACT,2025-11-07 20:28:09,49,True,Trending
BRW00000598,U000010,1012775,Wall Accents,PRAKRITI,2025-11-30 05:17:09,202,False,Trending
BRW00000599,U000010,496872,Oversized Tees,BULLMER,2025-11-06 19:09:09,73,False,Category Browse
BRW00000600,U000010,612530,Diffusers,Global Aroma,2025-11-19 16:55:09,20,False,Category Browse
BRW00000601,U000010,612530,Diffusers,Global Aroma,2025-11-30 21:29:09,165,True,Recommendation
BRW00000602,U000010,949012,Bar Necessities,Afast,2025-11-03 06:07:09,153,False,AI Suggestion
BRW00000603,U000010,612530,Diffusers,Global Aroma,2025-12-03 10:17:09,212,True,Category Browse
BRW00000604,U000010,949860,Bar Necessities,Afast,2025-11-17 01:59:09,292,True,AI Suggestion
BRW00000605,U000010,1012775,Wall Accents,PRAKRITI,2025-11-11 21:33:09,99,True,AI Suggestion
BRW00000606,U000010,428848,Casuals,Campus Sutra,2025-11-10 15:01:09,142,True,AI Suggestion
BRW00000607,U000010,1040453,Oversized Tees,Crazymonk,2025-11-08 08:57:09,21,False,AI Suggestion
BRW00000608,U000010,948892,Bar Necessities,Afast,2025-12-03 03:28:09,36,False,Trending
BRW00000609,U000010,1053733,Dinnerware,Ethnic Darzi,2025-11-20 09:02:09,275,False,Trending
BRW00000610,U000010,896118,Co-ord Sets,TRIPR,2025-11-17 15:13:09,124,True,Category Browse
BRW00000611,U000010,899608,Serveware,Afast,2025-11-16 02:49:09,12,False,Recommendation
BRW00000612,U000010,818766,Graphic Tees,Bewakoof,2025-11-30 22:18:09,22,True,Trending
BRW00000613,U000010,134472,Trousers,SUBTRACT,2025-11-04 09:57:09,94,False,Category Browse
BRW00000614,U000010,134472,Trousers,SUBTRACT,2025-11-12 21:03:09,24,False,Trending
BRW00000615,U000010,1053248,Caps,Bewakoof,2025-12-02 22:18:09,181,False,Recommendation
BRW00000616,U000010,243944,Polos,The Souled Store,2025-11-18 09:48:09,37,False,AI Suggestion
BRW00000617,U000010,1053248,Caps,Bewakoof,2025-11-26 14:20:09,234,True,Trending
BRW00000618,U000010,949860,Bar Necessities,Afast,2025-11-30 15:06:09,27,False,Category Browse
BRW00000619,U000010,1053733,Dinnerware,Ethnic Darzi,2025-11-11 14:19:09,75,True,Trending
BRW00000620,U000010,134466,Trousers,SUBTRACT,2025-11-23 21:29:09,231,True,Search
BRW00000621,U000010,1012775,Wall Accents,PRAKRITI,2025-12-02 00:06:09,160,False,Trending
BRW00000622,U000010,243944,Polos,The Souled Store,2025-11-14 03:55:09,15,False,Trending
BRW00000623,U000010,948892,Bar Necessities,Afast,2025-11-08 03:13:09,61,False,Search
BRW00000624,U000010,948892,Bar Necessities,Afast,2025-11-17 06:32:09,108,True,Search
BRW00000625,U000010,41030,Snack Time,Ambrosia,2025-11-13 19:05:09,109,True,AI Suggestion
BRW00000626,U000010,787062,Tees,DILLINGER,2025-11-22 03:39:09,237,True,Recommendation
BRW00000627,U000010,428848,Casuals,Campus Sutra,2025-11-08 16:06:09,75,False,AI Suggestion
BRW00000628,U000010,899608,Serveware,Afast,2025-11-16 20:21:09,193,False,AI Suggestion
BRW00000629,U000010,949854,Bar Necessities,Afast,2025-11-09 13:00:09,250,False,AI Suggestion
BRW00000630,U000010,818766,Graphic Tees,Bewakoof,2025-11-24 06:09:09,275,True,Search
BRW00000631,U000010,717137,Innerwear,TRIPR,2025-11-16 23:15:09,37,False,Category Browse
BRW00000632,U000010,612530,Diffusers,Global Aroma,2025-11-26 20:11:09,113,True,Category Browse
BRW00000633,U000010,612530,Diffusers,Global Aroma,2025-11-12 01:25:09,249,False,AI Suggestion
BRW00000634,U000010,949860,Bar Necessities,Afast,2025-11-03 06:30:09,163,False,Category Browse
BRW00000635,U000010,496872,Oversized Tees,BULLMER,2025-11-30 02:13:09,31,False,Recommendation
BRW00000636,U000010,41030,Snack Time,Ambrosia,2025-11-13 09:25:09,127,False,AI Suggestion
BRW00000637,U000010,612530,Diffusers,Global Aroma,2025-11-26 01:22:09,179,False,Recommendation
BRW00000638,U000010,899607,Serveware,Afast,2025-11-28 16:46:09,15,True,Category Browse
BRW00000639,U000010,41030,Snack Time,Ambrosia,2025-11-16 14:00:09,158,False,Recommendation
BRW00000640,U000010,950618,Bar Necessities,Afast,2025-11-15 06:07:09,25,True,Recommendation
BRW00000641,U000010,792468,Security,Gizmore,2025-11-28 09:13:09,144,True,Category Browse
BRW00000642,U000010,1053733,Dinnerware,Ethnic Darzi,2025-11-16 09:58:09,110,True,Recommendation
BRW00000643,U000010,1053640,Dinnerware,Ethnic Darzi,2025-11-25 14:08:09,80,False,Search
BRW00000644,U000010,818766,Graphic Tees,Bewakoof,2025-11-04 10:50:09,243,True,Category Browse
BRW00000645,U000010,1053248,Caps,Bewakoof,2025-11-21 19:59:09,279,False,Search
BRW00000646,U000010,243944,Polos,The Souled Store,2025-11-29 12:19:09,107,True,AI Suggestion
BRW00000647,U000010,899607,Serveware,Afast,2025-11-11 05:49:09,229,True,Search
BRW00000648,U000010,1044302,Luxe Perfumes,Aris,2025-11-13 22:57:09,284,False,Recommendation
BRW00000649,U000010,818766,Graphic Tees,Bewakoof,2025-11-26 15:29:09,153,True,AI Suggestion
BRW00000650,U000011,612530,Diffusers,Global Aroma,2025-11-10 14:19:09,250,True,Recommendation
BRW00000651,U000011,949038,Bar Necessities,Afast,2025-11-20 20:21:09,270,False,Trending
BRW00000652,U000011,949038,Bar Necessities,Afast,2025-11-19 11:49:09,201,False,Trending
BRW00000653,U000011,949012,Bar Necessities,Afast,2025-11-24 22:44:09,28,True,Recommendation
BRW00000654,U000011,612530,Diffusers,Global Aroma,2025-11-19 09:44:09,121,False,Trending
BRW00000655,U000011,899607,Serveware,Afast,2025-11-15 11:10:09,201,False,AI Suggestion
BRW00000656,U000011,134472,Trousers,SUBTRACT,2025-11-29 14:51:09,237,False,Recommendation
BRW00000657,U000011,949860,Bar Necessities,Afast,2025-12-02 02:37:09,182,False,Trending
BRW00000658,U000011,948892,Bar Necessities,Afast,2025-11-20 03:46:09,264,False,Category Browse
BRW00000659,U000011,899607,Serveware,Afast,2025-12-03 11:41:09,129,False,Search
BRW00000660,U000011,896118,Co-ord Sets,TRIPR,2025-11-05 14:51:09,266,True,Category Browse
BRW00000661,U000011,717137,Innerwear,TRIPR,2025-11-30 14:05:09,194,True,AI Suggestion
BRW00000662,U000011,612530,Diffusers,Global Aroma,2025-11-23 10:26:09,178,False,Category Browse
BRW00000663,U000011,1040453,Oversized Tees,Crazymonk,2025-11-06 19:15:09,150,True,AI Suggestion
BRW00000664,U000011,428848,Casuals,Campus Sutra,2025-11-05 18:22:09,288,False,Search
BRW00000665,U000011,1044302,Luxe Perfumes,Aris,2025-11-24 07:17:09,187,False,Trending
BRW00000666,U000011,1053640,Dinnerware,Ethnic Darzi,2025-11-14 21:09:09,251,True,Trending
BRW00000667,U000011,717137,Innerwear,TRIPR,2025-11-25 17:22:09,117,False,Recommendation
BRW00000668,U000011,949038,Bar Necessities,Afast,2025-11-14 23:21:09,249,False,Category Browse
BRW00000669,U000011,1053248,Caps,Bewakoof,2025-12-01 06:15:09,106,False,Trending
BRW00000670,U000011,612530,Diffusers,Global Aroma,2025-11-19 02:15:09,295,True,Category Browse
BRW00000671,U000011,428848,Casuals,Campus Sutra,2025-11-15 12:50:09,14,False,Category Browse
BRW00000672,U000011,818766,Graphic Tees,Bewakoof,2025-11-26 03:42:09,216,False,Category Browse
BRW00000673,U000011,949860,Bar Necessities,Afast,2025-12-02 22:19:09,26,True,Recommendation
BRW00000674,U000011,818766,Graphic Tees,Bewakoof,2025-11-14 20:18:09,210,False,Recommendation
BRW00000675,U000011,899607,Serveware,Afast,2025-11-30 23:45:09,106,False,Search
BRW00000676,U000011,818766,Graphic Tees,Bewakoof,2025-11-15 02:29:09,165,True,Recommendation
BRW00000677,U000011,243944,Polos,The Souled Store,2025-11-11 23:58:09,26,False,Search
BRW00000678,U000011,496872,Oversized Tees,BULLMER,2025-11-27 14:11:09,207,False,Recommendation
BRW00000679,U000011,717137,Innerwear,TRIPR,2025-11-23 19:36:09,45,False,Search
BRW00000680,U000011,896118,Co-ord Sets,TRIPR,2025-11-17 16:59:09,177,False,Trending
BRW00000681,U000011,496872,Oversized Tees,BULLMER,2025-11-30 12:35:09,224,False,Search
BRW00000682,U000011,899607,Serveware,Afast,2025-11-03 11:01:09,115,False,Trending
BRW00000683,U000011,1053640,Dinnerware,Ethnic Darzi,2025-11-10 19:39:09,91,False,AI Suggestion
BRW00000684,U000011,612530,Diffusers,Global Aroma,2025-11-16 18:26:09,244,False,Recommendation
BRW00000685,U000011,41030,Snack Time,Ambrosia,2025-11-29 03:05:09,214,True,AI Suggestion
BRW00000686,U000011,818766,Graphic Tees,Bewakoof,2025-11-03 22:13:09,261,False,Trending
BRW00000687,U000011,949860,Bar Necessities,Afast,2025-12-01 18:04:09,157,False,Category Browse
BRW00000688,U000011,1038399,The Perfect Sets,AHIKA,2025-11-06 18:19:09,162,False,AI Suggestion
BRW00000689,U000011,1053640,Dinnerware,Ethnic Darzi,2025-11-08 11:43:09,137,True,AI Suggestion
BRW00000690,U000011,1040453,Oversized Tees,Crazymonk,2025-11-20 02:45:09,103,True,Trending
BRW00000691,U000011,1038399,The Perfect Sets,AHIKA,2025-11-03 15:54:09,90,False,AI Suggestion
BRW00000692,U000011,792468,Security,Gizmore,2025-11-12 14:25:09,121,False,Trending
BRW00000693,U000011,1044302,Luxe Perfumes,Aris,2025-11-16 13:46:09,49,True,AI Suggestion
BRW00000694,U000011,1044302,Luxe Perfumes,Aris,2025-11-09 06:43:09,240,True,Category Browse
BRW00000695,U000011,612530,Diffusers,Global Aroma,2025-11-17 15:40:09,23,True,Trending
BRW00000696,U000011,899607,Serveware,Afast,2025-11-22 17:44:09,109,False,Search
BRW00000697,U000011,41030,Snack Time,Ambrosia,2025-11-25 13:24:09,79,False,Trending
BRW00000698,U000011,949012,Bar Necessities,Afast,2025-11-19 15:04:09,290,True,Trending
BRW00000699,U000011,428848,Casuals,Campus Sutra,2025-11-18 08:16:09,92,True,Search
BRW00000700,U000011,950140,Bar Necessities,Afast,2025-11-30 11:51:09,73,False,Recommendation
BRW00000701,U000011,134472,Trousers,SUBTRACT,2025-11-12 16:26:09,149,True,Trending
BRW00000702,U000011,896118,Co-ord Sets,TRIPR,2025-11-28 10:24:09,27,True,Trending
BRW00000703,U000011,1038399,The Perfect Sets,AHIKA,2025-12-01 20:18:09,277,True,Trending
BRW00000704,U000011,1038399,The Perfect Sets,AHIKA,2025-11-24 03:06:09,12,True,Trending
BRW00000705,U000011,1044302,Luxe Perfumes,Aris,2025-11-27 09:46:09,132,True,Search
BRW00000706,U000011,41030,Snack Time,Ambrosia,2025-11-20 17:09:09,182,True,Search
BRW00000707,U000011,717137,Innerwear,TRIPR,2025-11-03 13:18:09,95,True,Search
BRW00000708,U000011,899608,Serveware,Afast,2025-11-17 13:17:09,177,False,AI Suggestion
BRW00000709,U000011,950618,Bar Necessities,Afast,2025-11-26 21:56:09,287,False,Trending
BRW00000710,U000011,243944,Polos,The Souled Store,2025-11-26 11:03:09,192,False,Recommendation
BRW00000711,U000011,41030,Snack Time,Ambrosia,2025-11-20 20:49:09,16,False,Recommendation
BRW00000712,U000011,948892,Bar Necessities,Afast,2025-11-26 14:27:09,152,False,Search
BRW00000713,U000011,134472,Trousers,SUBTRACT,2025-11-05 10:43:09,164,False,Search
BRW00000714,U000011,1038399,The Perfect Sets,AHIKA,2025-11-15 22:59:09,138,True,AI Suggestion
BRW00000715,U000011,818766,Graphic Tees,Bewakoof,2025-11-12 18:45:09,78,False,Recommendation
BRW00000716,U000011,950618,Bar Necessities,Afast,2025-11-08 18:49:09,256,True,Category Browse
BRW00000717,U000011,41030,Snack Time,Ambrosia,2025-11-13 22:41:09,205,True,AI Suggestion
BRW00000718,U000011,949860,Bar Necessities,Afast,2025-11-11 16:55:09,20,True,Category Browse
BRW00000719,U000011,717137,Innerwear,TRIPR,2025-11-10 03:21:09,134,True,Search
BRW00000720,U000011,428848,Casuals,Campus Sutra,2025-11-22 01:51:09,113,True,Trending
BRW00000721,U000011,612530,Diffusers,Global Aroma,2025-11-13 15:54:09,237,False,Recommendation
BRW00000722,U000011,787062,Tees,DILLINGER,2025-11-22 20:19:09,30,False,Category Browse
BRW00000723,U000011,1044302,Luxe Perfumes,Aris,2025-12-03 09:15:09,179,False,Recommendation
BRW00000724,U000011,612530,Diffusers,Global Aroma,2025-11-16 15:11:09,137,True,AI Suggestion
BRW00000725,U000011,1053733,Dinnerware,Ethnic Darzi,2025-11-21 00:49:09,103,False,Search
BRW00000726,U000011,134472,Trousers,SUBTRACT,2025-11-06 02:05:09,108,True,Recommendation
BRW00000727,U000011,612530,Diffusers,Global Aroma,2025-11-29 14:58:09,291,True,Recommendation
BRW00000728,U000011,949038,Bar Necessities,Afast,2025-12-01 03:23:09,249,False,Recommendation
BRW00000729,U000011,1040453,Oversized Tees,Crazymonk,2025-11-27 09:42:09,100,True,Category Browse
BRW00000730,U000011,792468,Security,Gizmore,2025-11-15 02:29:09,113,False,Trending
BRW00000731,U000011,134472,Trousers,SUBTRACT,2025-11-03 05:44:09,203,True,Trending
BRW00000732,U000011,948892,Bar Necessities,Afast,2025-11-20 00:30:09,231,True,Trending
BRW00000733,U000011,41030,Snack Time,Ambrosia,2025-11-09 04:42:09,52,False,AI Suggestion
BRW00000734,U000011,949854,Bar Necessities,Afast,2025-11-28 23:23:09,99,False,Trending
BRW00000735,U000011,948892,Bar Necessities,Afast,2025-11-24 02:51:09,202,False,Search
BRW00000736,U000011,818766,Graphic Tees,Bewakoof,2025-11-28 18:39:09,110,True,Recommendation
BRW00000737,U000011,41030,Snack Time,Ambrosia,2025-12-03 00:23:09,201,False,Trending
BRW00000738,U000011,899608,Serveware,Afast,2025-11-03 04:22:09,201,False,Trending
BRW00000739,U000011,792468,Security,Gizmore,2025-11-12 23:05:09,219,True,Search
BRW00000740,U000011,899607,Serveware,Afast,2025-11-03 22:59:09,109,False,Category Browse
BRW00000741,U000011,1044302,Luxe Perfumes,Aris,2025-11-03 17:47:09,270,False,Category Browse
BRW00000742,U000012,950618,Bar Necessities,Afast,2025-11-21 03:22:09,136,True,Trending
BRW00000743,U000012,134466,Trousers,SUBTRACT,2025-11-04 05:29:09,24,True,Category Browse
BRW00000744,U000012,950140,Bar Necessities,Afast,2025-11-18 20:00:09,140,True,AI Suggestion
BRW00000745,U000012,949860,Bar Necessities,Afast,2025-11-02 19:16:09,92,True,Search
BRW00000746,U000012,1044302,Luxe Perfumes,Aris,2025-11-30 20:24:09,206,False,AI Suggestion
BRW00000747,U000012,134472,Trousers,SUBTRACT,2025-11-17 10:13:09,226,True,Trending
BRW00000748,U000012,787062,Tees,DILLINGER,2025-11-11 07:37:09,282,False,AI Suggestion
BRW00000749,U000012,792468,Security,Gizmore,2025-11-10 03:21:09,55,True,AI Suggestion
BRW00000750,U000012,1044302,Luxe Perfumes,Aris,2025-11-08 05:17:09,83,False,Recommendation
BRW00000751,U000012,1040453,Oversized Tees,Crazymonk,2025-11-20 18:50:09,13,True,Trending
BRW00000752,U000012,41030,Snack Time,Ambrosia,2025-11-30 14:20:09,223,False,Category Browse
BRW00000753,U000012,1040453,Oversized Tees,Crazymonk,2025-11-20 11:58:09,201,True,Recommendation
BRW00000754,U000012,612530,Diffusers,Global Aroma,2025-11-18 11:37:09,66,False,AI Suggestion
BRW00000755,U000012,1053640,Dinnerware,Ethnic Darzi,2025-11-27 11:57:09,40,True,Recommendation
BRW00000756,U000012,787062,Tees,DILLINGER,2025-11-05 03:41:09,65,True,Search
BRW00000757,U000012,792468,Security,Gizmore,2025-12-01 05:02:09,151,True,Category Browse
BRW00000758,U000012,41030,Snack Time,Ambrosia,2025-11-15 09:39:09,258,True,Search
BRW00000759,U000012,134466,Trousers,SUBTRACT,2025-11-25 16:27:09,31,True,Recommendation
BRW00000760,U000012,949038,Bar Necessities,Afast,2025-11-08 16:45:09,276,False,Trending
BRW00000761,U000012,949012,Bar Necessities,Afast,2025-11-09 06:31:09,229,False,Category Browse
BRW00000762,U000012,1012775,Wall Accents,PRAKRITI,2025-11-05 06:49:09,132,False,Trending
BRW00000763,U000012,899607,Serveware,Afast,2025-11-14 15:47:09,179,True,Search
BRW00000764,U000012,948892,Bar Necessities,Afast,2025-11-05 18:44:09,81,True,AI Suggestion
BRW00000765,U000012,243944,Polos,The Souled Store,2025-11-06 00:52:09,137,False,Trending
BRW00000766,U000012,950140,Bar Necessities,Afast,2025-11-11 19:14:09,253,False,Recommendation
BRW00000767,U000012,41030,Snack Time,Ambrosia,2025-11-13 07:08:09,194,True,Category Browse
BRW00000768,U000012,1012775,Wall Accents,PRAKRITI,2025-11-19 09:31:09,258,False,AI Suggestion
BRW00000769,U000012,1053248,Caps,Bewakoof,2025-12-01 05:42:09,253,True,Trending
BRW00000770,U000012,792468,Security,Gizmore,2025-11-14 10:24:09,83,True,Recommendation
BRW00000771,U000012,949012,Bar Necessities,Afast,2025-11-08 14:50:09,290,False,Recommendation
BRW00000772,U000012,948892,Bar Necessities,Afast,2025-11-03 13:39:09,286,True,Recommendation
BRW00000773,U000012,612530,Diffusers,Global Aroma,2025-11-27 19:25:09,55,True,Trending
BRW00000774,U000012,1038399,The Perfect Sets,AHIKA,2025-12-03 11:10:09,177,False,Category Browse
BRW00000775,U000012,717137,Innerwear,TRIPR,2025-11-10 08:27:09,253,True,Recommendation
BRW00000776,U000012,949854,Bar Necessities,Afast,2025-11-12 17:38:09,56,False,Recommendation
BRW00000777,U000012,949860,Bar Necessities,Afast,2025-11-08 22:05:09,185,False,Trending
BRW00000778,U000012,950618,Bar Necessities,Afast,2025-11-12 23:15:09,233,True,Recommendation
BRW00000779,U000013,243944,Polos,The Souled Store,2025-11-24 15:02:09,55,False,AI Suggestion
BRW00000780,U000013,612530,Diffusers,Global Aroma,2025-11-10 13:33:09,198,True,Category Browse
BRW00000781,U000013,899607,Serveware,Afast,2025-11-14 18:09:09,169,True,AI Suggestion
BRW00000782,U000013,949854,Bar Necessities,Afast,2025-11-27 04:42:09,173,False,Recommendation
BRW00000783,U000013,949038,Bar Necessities,Afast,2025-11-11 21:32:09,123,True,Trending
BRW00000784,U000013,41030,Snack Time,Ambrosia,2025-11-16 02:49:09,84,False,Recommendation
BRW00000785,U000013,949012,Bar Necessities,Afast,2025-11-12 03:00:09,155,True,Search
BRW00000786,U000013,950140,Bar Necessities,Afast,2025-11-23 07:37:09,73,False,AI Suggestion
BRW00000787,U000013,949012,Bar Necessities,Afast,2025-11-13 10:38:09,159,False,Search
BRW00000788,U000013,1053248,Caps,Bewakoof,2025-11-23 12:17:09,117,True,Search
BRW00000789,U000013,1053733,Dinnerware,Ethnic Darzi,2025-11-09 11:15:09,259,False,Category Browse
BRW00000790,U000013,1053640,Dinnerware,Ethnic Darzi,2025-11-12 12:08:09,290,False,Category Browse
BRW00000791,U000013,899608,Serveware,Afast,2025-11-12 01:47:09,210,False,Search
BRW00000792,U000013,949038,Bar Necessities,Afast,2025-11-10 07:51:09,109,False,Search
BRW00000793,U000013,428848,Casuals,Campus Sutra,2025-11-22 22:14:09,37,False,Trending
BRW00000794,U000013,950618,Bar Necessities,Afast,2025-11-27 23:01:09,236,False,Category Browse
BRW00000795,U000013,428848,Casuals,Campus Sutra,2025-11-27 10:18:09,110,True,Category Browse
BRW00000796,U000013,1040453,Oversized Tees,Crazymonk,2025-11-05 23:03:09,85,False,Trending
BRW00000797,U000013,1012775,Wall Accents,PRAKRITI,2025-11-07 11:10:09,38,True,Category Browse
BRW00000798,U000013,949012,Bar Necessities,Afast,2025-11-28 16:02:09,273,False,AI Suggestion
BRW00000799,U000013,899608,Serveware,Afast,2025-11-28 20:23:09,216,True,Search
BRW00000800,U000013,243944,Polos,The Souled Store,2025-11-26 04:38:09,164,True,Trending
BRW00000801,U000013,1044302,Luxe Perfumes,Aris,2025-11-10 19:27:09,55,False,Trending
BRW00000802,U000013,787062,Tees,DILLINGER,2025-11-12 20:41:09,198,True,Search
BRW00000803,U000013,243944,Polos,The Souled Store,2025-12-01 13:38:09,270,True,Search
BRW00000804,U000013,949860,Bar Necessities,Afast,2025-11-14 22:39:09,150,True,AI Suggestion
BRW00000805,U000013,496872,Oversized Tees,BULLMER,2025-11-21 01:28:09,232,False,AI Suggestion
BRW00000806,U000013,428848,Casuals,Campus Sutra,2025-11-30 07:05:09,285,True,Trending
BRW00000807,U000013,1053640,Dinnerware,Ethnic Darzi,2025-11-11 16:44:09,294,False,Search
BRW00000808,U000013,949038,Bar Necessities,Afast,2025-11-06 22:35:09,73,True,Search
BRW00000809,U000013,496872,Oversized Tees,BULLMER,2025-11-05 21:25:09,102,True,AI Suggestion
BRW00000810,U000013,948892,Bar Necessities,Afast,2025-11-08 07:02:09,30,True,AI Suggestion
BRW00000811,U000013,612530,Diffusers,Global Aroma,2025-11-13 12:04:09,297,False,Search
BRW00000812,U000013,134472,Trousers,SUBTRACT,2025-11-30 00:50:09,196,True,Trending
BRW00000813,U000013,1012775,Wall Accents,PRAKRITI,2025-12-03 09:50:09,33,False,AI Suggestion
BRW00000814,U000013,948892,Bar Necessities,Afast,2025-11-28 22:38:09,170,False,AI Suggestion
BRW00000815,U000013,949854,Bar Necessities,Afast,2025-11-17 10:25:09,60,True,Recommendation
BRW00000816,U000013,134466,Trousers,SUBTRACT,2025-11-27 12:50:09,120,True,AI Suggestion
BRW00000817,U000013,949854,Bar Necessities,Afast,2025-11-26 22:47:09,152,True,AI Suggestion
BRW00000818,U000013,899608,Serveware,Afast,2025-11-30 23:53:09,143,False,Recommendation
BRW00000819,U000013,899607,Serveware,Afast,2025-11-19 14:53:09,227,True,AI Suggestion
BRW00000820,U000013,612530,Diffusers,Global Aroma,2025-11-30 20:23:09,147,True,Category Browse
BRW00000821,U000013,949860,Bar Necessities,Afast,2025-11-11 20:17:09,271,True,Trending
BRW00000822,U000013,1053640,Dinnerware,Ethnic Darzi,2025-11-29 06:19:09,232,False,Search
BRW00000823,U000013,950140,Bar Necessities,Afast,2025-11-26 14:52:09,73,True,AI Suggestion
BRW00000824,U000013,899608,Serveware,Afast,2025-12-01 06:29:09,55,False,Category Browse
BRW00000825,U000013,1044302,Luxe Perfumes,Aris,2025-11-25 12:14:09,125,False,Search
BRW00000826,U000013,243944,Polos,The Souled Store,2025-11-21 09:45:09,63,True,Recommendation
BRW00000827,U000013,949038,Bar Necessities,Afast,2025-11-10 07:32:09,260,True,AI Suggestion
BRW00000828,U000013,896118,Co-ord Sets,TRIPR,2025-11-10 22:14:09,154,False,AI Suggestion
BRW00000829,U000013,243944,Polos,The Souled Store,2025-11-05 15:59:09,172,False,Recommendation
BRW00000830,U000013,896118,Co-ord Sets,TRIPR,2025-11-07 17:26:09,282,False,Trending
BRW00000831,U000013,949860,Bar Necessities,Afast,2025-11-29 09:09:09,272,True,Recommendation
BRW00000832,U000013,428848,Casuals,Campus Sutra,2025-11-20 22:22:09,146,True,Category Browse
BRW00000833,U000013,1038399,The Perfect Sets,AHIKA,2025-11-09 09:26:09,224,False,Recommendation
BRW00000834,U000013,948892,Bar Necessities,Afast,2025-11-22 02:37:09,156,False,Trending
BRW00000835,U000013,949038,Bar Necessities,Afast,2025-11-02 18:13:09,127,False,Search
BRW00000836,U000013,792468,Security,Gizmore,2025-11-20 06:15:09,56,True,Search
BRW00000837,U000013,1040453,Oversized Tees,Crazymonk,2025-11-26 14:59:09,39,True,Category Browse
BRW00000838,U000013,949854,Bar Necessities,Afast,2025-11-04 01:18:09,15,False,AI Suggestion
BRW00000839,U000013,1040453,Oversized Tees,Crazymonk,2025-11-29 01:38:09,273,True,Trending
BRW00000840,U000013,41030,Snack Time,Ambrosia,2025-11-14 10:11:09,13,False,AI Suggestion
BRW00000841,U000013,1040453,Oversized Tees,Crazymonk,2025-11-22 09:22:09,280,True,AI Suggestion
BRW00000842,U000014,496872,Oversized Tees,BULLMER,2025-11-12 00:12:09,125,True,Search
BRW00000843,U000014,896118,Co-ord Sets,TRIPR,2025-11-07 12:37:09,190,True,Trending
BRW00000844,U000014,949012,Bar Necessities,Afast,2025-11-21 11:46:09,67,False,Recommendation
BRW00000845,U000014,1053640,Dinnerware,Ethnic Darzi,2025-11-16 13:51:09,163,False,Category Browse
