actual_product_id,structure,title,color,size,style_code,vendor_sku_code,ideal_for,size_chart,category_name,sp,mrp,coins_earn,coins_burn,brand_name,id,age_group,occasion,material,material_care,pattern,fit,length,neck,sleeve_length,style,waist,closure,size_and_fit,features,skin_type,hair_type,pack_size,preference,pack_quantity,package_contents,date_created,date_updated,product_id,container_type,country_of_origin,dosage,flavour,food_preference,food_type,heel_pattern,how_to_use,ingredients,instructions,is_organic,model,mounting_type,nutrition_content,other_details,outer_material,professional_care,protein_type,quality,shade,shape,shelf_life,shoes_fastening,shoes_type,sole_material,treatment_form,weave_type,weight,product_rank,dim_breadth,dim_height,dim_length,shipping_weight,shipping_weight_type,importer_address,manufacturer_address,color_relation_json,catalogue_rank,weightage_score,rank_type,compatible_devices,warranty,warranty_type,image_list
897105,child,Men's Waffle Polo Plain Maroon T-shirt With Plain Waffle Maroon Shorts Co-ords,Maroon,XL,CHAK18F130847,TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-XL,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_-1_20250903_122120.jpg,,1999.00,1999.00,100,200,TRIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_0_20250901_123856.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_1_20250901_123855.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_2_20250901_123856.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_3_20250901_123856.jpg"
897114,child,Men's Waffle Polo Plain Maroon T-shirt With Plain Waffle Maroon Shorts Co-ords,Maroon,2XL,CHAK18F130847,TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-2XL,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_-1_20250903_122120.jpg,,1999.00,1999.00,100,200,TRIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_0_20250901_123856.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_1_20250901_123855.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_2_20250901_123856.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_3_20250901_123856.jpg"
899607,standalone,"Cool Glass Ash Tray: Sleek Design For Ashes With Style 13 X 13 X 3.5 Cm, Pack Of 4",,,Ashtray-A1.4,Ashtray-A1.4,,https://ik.imagekit.io/t2vt6tx4m/media/,Serveware,2497.00,2497.00,125,250,Afast,241686,,,Glass,,,,,,,,,,,,,,,,4N,,2025-09-05 15:30:03.131 +0530,2025-09-11 17:40:29.673 +0530,899607,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,1Kg,31731,16.00,12.00,16.00,1.00,kg,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/Ashtray-A1.4_Ashtray-A1.4_0_20250905_094812.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/Ashtray-A1.4_Ashtray-A1.4_2_20250905_094812.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/Ashtray-A1.4_Ashtray-A1.4_4_20250905_094812.jpg"
899608,standalone,Cool Glass Ash Tray: Sleek Design For Ashes With Style 10.5 X 10.5 X 3.5 Cm,,,Ashtray-B1,Ashtray-B1,,https://ik.imagekit.io/t2vt6tx4m/media/,Serveware,532.00,532.00,27,53,Afast,241687,,,Glass,,,,,,,,,,,,,,,,1N,,2025-09-05 15:30:03.306 +0530,2025-09-11 17:40:29.744 +0530,899608,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,0.25Kg,31730,7.80,2.00,7.80,0.25,kg,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/Ashtray-B1_Ashtray-B1_0_20250905_094812.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/Ashtray-B1_Ashtray-B1_2_20250905_094812.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/Ashtray-B1_Ashtray-B1_4_20250905_094812.jpg"
948892,standalone,"Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml",,,E_FNBear-B5,E_FNBear-B5,,https://ik.imagekit.io/t2vt6tx4m/media/,Bar Necessities,4089.00,4089.00,204,409,Afast,251161,,,Glass,,,,,,,,,,,,,,,,5N,,2025-09-08 16:00:46.057 +0530,2025-09-11 17:44:25.621 +0530,948892,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,2.25kg,22256,22.00,18.00,24.00,2.75,kg,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1583eb6c-d996-4bc9-aaaa-750bd3a8c246_0_20250908_094328.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/fd844fcb-e67f-466c-8bfe-9f0c786e6b84_1_20250908_094327.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/fb68d957-1834-4cd4-9237-b28422169ad7_2_20250908_094328.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/56ea4cb0-548e-4638-b4f6-502790e41142_3_20250908_094327.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/11055ae9-58fd-4586-812c-04def47664f3_4_20250908_094328.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/2739a294-4b76-46b1-9eb8-27c2f84121a0_5_20250908_094328.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/efde2d94-c28d-43e3-b6f2-c208fd1ab515_6_20250908_094328.jpg"
949012,standalone,"Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm",,,E_FNGlass-S6,E_FNGlass-S6,,https://ik.imagekit.io/t2vt6tx4m/media/,Bar Necessities,1295.00,1295.00,65,130,Afast,251281,,,Glass,,,,,,,,,,,,,,,,6N,,2025-09-08 16:00:57.263 +0530,2025-09-11 17:45:04.738 +0530,949012,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,1kg,22136,11.50,13.00,17.50,1.50,kg,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/074f00cc-83e9-4de5-b3cd-5bf81d96548f_0_20250908_094111.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/a88f6d47-04ff-4c35-86f4-c86501353e78_1_20250908_094111.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/d7c62b10-d708-4ea2-ba20-af771c79a6be_2_20250908_094112.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/20209cc5-e553-4026-93dc-c9822185022c_3_20250908_094112.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/391c795d-6dae-40a5-9b06-5c57eb84333f_4_20250908_094112.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/8589e163-f760-4350-abe5-edbdeeb08448_5_20250908_094111.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/2ad1a49f-c852-4266-83a2-16a4e5fdd1ca_6_20250908_094111.jpg"
949038,standalone,"Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm",,,E_GGlass- AB9,E_GGlass- AB9,,https://ik.imagekit.io/t2vt6tx4m/media/,Bar Necessities,2408.00,2408.00,120,241,Afast,251307,,,Glass,,,,,,,,,,,,,,,,9N,,2025-09-08 16:01:02.900 +0530,2025-09-11 17:45:14.349 +0530,949038,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,3.75kg,22110,27.00,21.00,31.50,4.25,kg,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/d9f3b153-ac37-4751-9c4f-b48b2e961bd7_0_20250908_093905.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/a4985635-88f7-40a6-b2a4-fc882428f699_1_20250908_093906.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/ef94f34d-d94e-476c-95f0-1657816b0d4f_2_20250908_093905.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/614d4386-84c6-484b-b9b9-0754d666b29b_3_20250908_093905.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/e48d9b2b-8a3b-4ea6-99c9-59e7754b6f45_4_20250908_093905.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/e23fe202-e775-4edd-9f94-dff93b1566d2_5_20250908_093905.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/95ed901f-3bd1-4ea6-8cdf-c1d2ffa8821b_6_20250908_093906.jpg"
949854,standalone,"Timeless Glass Designs For Every Occasion, 270 Ml, Capacity, Pack Of 12, Size: 7 X 7 X 10 Cm",,,Gl_silvana_I12,Gl_silvana_I12,,https://ik.imagekit.io/t2vt6tx4m/media/,Bar Necessities,2448.00,2448.00,122,245,Afast,252123,,,Glass,,,,,,,,,,,,,,,,12N,,2025-09-08 16:02:23.488 +0530,2025-09-11 17:50:13.468 +0530,949854,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,2kg,21294,18.70,13.80,26.00,2.50,kg,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/e5ec465b-49d3-4781-9966-87e2c8bba234_0_20250908_094334.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/a3c9a009-c524-4245-aad4-c583260d9561_1_20250908_094334.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/b8281804-583e-45d7-892d-b7bf93775dce_2_20250908_094334.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/a4fbc884-6e7f-478f-ac04-bf50c323f4eb_3_20250908_094334.jpg"
949860,standalone,"Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm",,,Gl_solitre whisky - ele626- 1 - B11,Gl_solitre whisky - ele626- 1 - B11,,https://ik.imagekit.io/t2vt6tx4m/media/,Bar Necessities,5763.00,5763.00,288,576,Afast,252129,,,Glass,,,,,,,,,,,,,,,,11N,,2025-09-08 16:02:23.860 +0530,2025-09-11 17:50:13.906 +0530,949860,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,3.75kg,21288,26.00,25.00,28.00,4.25,kg,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/d972ab67-8fb7-45ba-b38b-5c4ed5e237c6_0_20250908_093911.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/0d87e4e6-f7d4-476d-82c2-222316615522_1_20250908_093912.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/250f4e14-db20-4544-a9e9-248471f32cab_2_20250908_093911.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/55f006bd-eb69-4c9b-9a58-cf9a52b3197c_3_20250908_093911.jpg"
950140,standalone,"Timeless Glass Designs For Every Occasion, 200 Ml, Capacity, Pack Of 12, Size: 12 X 6.5 X 6.5 Cm",,,Glass-L12,Glass-L12,,https://ik.imagekit.io/t2vt6tx4m/media/,Bar Necessities,2448.00,2448.00,122,245,Afast,252409,,,Glass,,,,,,,,,,,,,,,,12N,,2025-09-08 16:02:53.232 +0530,2025-09-11 17:51:59.560 +0530,950140,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,2kg,21008,18.70,13.80,26.00,2.50,kg,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/2c799472-cf0d-4de6-9b14-779d557f05ae_0_20250908_094049.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/703f072c-67e8-4d20-a738-8de2093f676c_1_20250908_094050.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/ee3ebad9-3d97-4e74-81fb-0f041f187668_2_20250908_094050.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/ca5d0a28-e472-43bc-9419-a47b6bb96f8b_3_20250908_094049.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/0706a16f-841e-4578-b6e2-8292f5e48f23_4_20250908_094050.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/70cabab0-e907-4b51-a4fb-8a6541927fda_5_20250908_094049.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/9c166cb5-0789-4d7f-b1ed-980899dd135f_6_20250908_094049.jpg"
950618,standalone,"Beautiful Wine Glasses For Memorable Moments, 150 Ml, Capacity, Pack Of 12, Size: 16.5 X 8 X 8 Cm",,,Wine-N12,Wine-N12,,https://ik.imagekit.io/t2vt6tx4m/media/,Bar Necessities,3273.00,3273.00,164,327,Afast,252887,,,Glass,,,,,,,,,,,,,,,,12N,,2025-09-08 16:03:36.693 +0530,2025-09-11 17:54:51.875 +0530,950618,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,3.75kg,20530,27.00,21.00,31.50,4.25,kg,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/173356ce-ee78-4766-bb27-929d5a275336_0_20250908_094303.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/4bd41b09-c3e0-41ce-83a6-6325a6bf17d6_1_20250908_094304.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/f28b0786-7442-4c93-a7ea-13890694b9fc_2_20250908_094304.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/90290fcc-0722-46cd-98ae-2201a15c845d_3_20250908_094303.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/ef3da2ac-67bf-4c0f-a585-bc894d3baea7_4_20250908_094304.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/cccd25ae-dfc8-4271-b67c-74c9e43337a8_5_20250908_094303.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/61101707-b644-4b30-92db-26f2fb175a1e_6_20250908_094303.jpg"
1012775,standalone,Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor ),,,WHM44_VIBE,WHM44_VIBE,,https://ik.imagekit.io/t2vt6tx4m/media/,Wall Accents,499.00,499.00,25,100,PRAKRITI,258393,,,Wood,,,,,,,,,,,,,,,,1N,,2025-09-15 01:32:49.406 +0530,2025-09-15 01:32:49.406 +0530,1012775,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,0.11 Kg,17884,15.00,2.50,25.00,0.16,kg,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/39ee6ea2-3d3f-4f30-8d2a-520e1f7bd7c2_0_20250913_054605.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/d937ac50-7db9-42cb-9d90-be060c7165de_1_20250913_054605.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/e7e4314e-f38b-4077-b965-73b152db7c71_2_20250913_054606.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/d61b2424-9692-4f9a-bbbf-f7a50c8b9f42_3_20250913_054605.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/880864f2-e585-40af-b9ad-545192aecdd2_4_20250913_054605.jpg"
1038399,parent,Women's Yellow Rayon Blend Bandhani Embroidered Anarkali Kurta Trouser With Dupatta,Yellow,XS,VIVA29FOTH923,,Women,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/e95a83e0-f7f9-4f47-84f2-4cb22fb2fdb5_-1_20250926_124423.jpg,The Perfect Sets,,,,,AHIKA,263419,,Casual,Rayon Blend,Machine Wash,Bandhani,Regular,,Round Neck,3/4 Sleeve,,,Drawstring,,,,,,,3N,,2025-09-25 14:00:05.714 +0530,2025-09-26 18:21:20.909 +0530,1038399,,India,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,390gm,13341,10.00,2.00,12.00,440.00,g,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/f4df88d1-26cd-460b-b46f-9914b425d162_0_20250924_180234.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/fd1ab90f-59b0-4d46-962a-57943cd1918a_1_20250924_180230.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/359d0ae5-3d76-4b3b-9207-5a1e9948f4a0_2_20250924_180230.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1ccc1319-cf25-49d0-b554-e8461a266832_3_20250924_180231.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1ca233de-c488-48ce-a7c2-a308c396c65a_4_20250924_180234.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/2d1da240-9939-4098-8550-f1b24f26a663_5_20250924_180230.jpg"
1038753,child,Women's Yellow Rayon Blend Bandhani Embroidered Anarkali Kurta Trouser With Dupatta,Yellow,XS,VIVA29FOTH923,VKSKD1479_XS,Women,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/e95a83e0-f7f9-4f47-84f2-4cb22fb2fdb5_-1_20250926_124423.jpg,,3999.00,3999.00,200,400,AHIKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/f4df88d1-26cd-460b-b46f-9914b425d162_0_20250924_180234.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/fd1ab90f-59b0-4d46-962a-57943cd1918a_1_20250924_180230.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/359d0ae5-3d76-4b3b-9207-5a1e9948f4a0_2_20250924_180230.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1ccc1319-cf25-49d0-b554-e8461a266832_3_20250924_180231.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1ca233de-c488-48ce-a7c2-a308c396c65a_4_20250924_180234.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/2d1da240-9939-4098-8550-f1b24f26a663_5_20250924_180230.jpg"
1038754,child,Women's Yellow Rayon Blend Bandhani Embroidered Anarkali Kurta Trouser With Dupatta,Yellow,S,VIVA29FOTH923,VKSKD1479_S,Women,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/e95a83e0-f7f9-4f47-84f2-4cb22fb2fdb5_-1_20250926_124423.jpg,,3999.00,3999.00,200,400,AHIKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/f4df88d1-26cd-460b-b46f-9914b425d162_0_20250924_180234.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/fd1ab90f-59b0-4d46-962a-57943cd1918a_1_20250924_180230.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/359d0ae5-3d76-4b3b-9207-5a1e9948f4a0_2_20250924_180230.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1ccc1319-cf25-49d0-b554-e8461a266832_3_20250924_180231.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1ca233de-c488-48ce-a7c2-a308c396c65a_4_20250924_180234.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/2d1da240-9939-4098-8550-f1b24f26a663_5_20250924_180230.jpg"
1038758,child,Women's Yellow Rayon Blend Bandhani Embroidered Anarkali Kurta Trouser With Dupatta,Yellow,2XL,VIVA29FOTH923,VKSKD1479_XXL,Women,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/e95a83e0-f7f9-4f47-84f2-4cb22fb2fdb5_-1_20250926_124423.jpg,,3999.00,3999.00,200,400,AHIKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/f4df88d1-26cd-460b-b46f-9914b425d162_0_20250924_180234.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/fd1ab90f-59b0-4d46-962a-57943cd1918a_1_20250924_180230.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/359d0ae5-3d76-4b3b-9207-5a1e9948f4a0_2_20250924_180230.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1ccc1319-cf25-49d0-b554-e8461a266832_3_20250924_180231.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1ca233de-c488-48ce-a7c2-a308c396c65a_4_20250924_180234.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/2d1da240-9939-4098-8550-f1b24f26a663_5_20250924_180230.jpg"
1040453,parent,Men Anya Forger Blue Oversized Graphic T-shirt,Blue,S,KTT100F111742,,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/706ed56e-faf3-4845-a177-fc17459f9e78_-1_20250925_152747.jpg,Oversized Tees,,,,,Crazymonk,264082,,Casual,Cotton,Machine Wash,Graphic,Oversized,,Round Neck,Half Sleeve,,,Pull-On,,,,,,,1N,,2025-09-25 20:30:40.642 +0530,2025-09-25 21:00:44.288 +0530,1040453,,India,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,200g,12678,20.00,2.00,30.00,300.00,g,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/4b1ee39c-d4aa-4be8-9e36-5f8db9ff4356_0_20250925_133949.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/98549f5f-c7a3-46ec-ae5e-ea9b7951c903_1_20250925_133946.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/d4797245-52f4-4a80-8dfd-a8b52b76e3ca_2_20250925_133945.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/62aed9b8-7b1a-4374-bd3c-f7aadd91002f_3_20250925_133944.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/651f6954-b648-4b41-ab19-ab095ab1d6f4_4_20250925_133945.jpg"
1042590,child,Men Anya Forger Blue Oversized Graphic T-shirt,Blue,S,KTT100F111742,anya-forger-1-ots-t-shirt-sky-blue-small,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/706ed56e-faf3-4845-a177-fc17459f9e78_-1_20250925_152747.jpg,,999.00,999.00,50,100,Crazymonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/4b1ee39c-d4aa-4be8-9e36-5f8db9ff4356_0_20250925_133949.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/98549f5f-c7a3-46ec-ae5e-ea9b7951c903_1_20250925_133946.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/d4797245-52f4-4a80-8dfd-a8b52b76e3ca_2_20250925_133945.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/62aed9b8-7b1a-4374-bd3c-f7aadd91002f_3_20250925_133944.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/651f6954-b648-4b41-ab19-ab095ab1d6f4_4_20250925_133945.jpg"
1042591,child,Men Anya Forger Blue Oversized Graphic T-shirt,Blue,M,KTT100F111742,anya-forger-1-ots-t-shirt-sky-blue-medium,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/706ed56e-faf3-4845-a177-fc17459f9e78_-1_20250925_152747.jpg,,999.00,999.00,50,100,Crazymonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/4b1ee39c-d4aa-4be8-9e36-5f8db9ff4356_0_20250925_133949.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/98549f5f-c7a3-46ec-ae5e-ea9b7951c903_1_20250925_133946.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/d4797245-52f4-4a80-8dfd-a8b52b76e3ca_2_20250925_133945.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/62aed9b8-7b1a-4374-bd3c-f7aadd91002f_3_20250925_133944.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/651f6954-b648-4b41-ab19-ab095ab1d6f4_4_20250925_133945.jpg"
1042592,child,Men Anya Forger Blue Oversized Graphic T-shirt,Blue,L,KTT100F111742,anya-forger-1-ots-t-shirt-sky-blue-large,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/706ed56e-faf3-4845-a177-fc17459f9e78_-1_20250925_152747.jpg,,999.00,999.00,50,100,Crazymonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/4b1ee39c-d4aa-4be8-9e36-5f8db9ff4356_0_20250925_133949.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/98549f5f-c7a3-46ec-ae5e-ea9b7951c903_1_20250925_133946.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/d4797245-52f4-4a80-8dfd-a8b52b76e3ca_2_20250925_133945.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/62aed9b8-7b1a-4374-bd3c-f7aadd91002f_3_20250925_133944.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/651f6954-b648-4b41-ab19-ab095ab1d6f4_4_20250925_133945.jpg"
